                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 4.1065,                 4.1125,                 4.4347,                 0.0013,                0.06522,                0.00072,                 0.0002,                 3.8519,                 3.8448,                  4.159,                  2e-05,                  2e-05,                  2e-05
